,Date,BHP,Casing Pressure,Choke,Gas Rate,Injection Rate,Oil Rate,Tubing Pressure,Water Rate,GOR,DaysOn
483,2018-04-24,5566.72,1153.13,50.0,2531.99,0.0,1231.06,667.5,3340.0,2.056755966402937,217
484,2018-04-25,5584.26,1152.5,48.0,2450.35,0.0,1191.83,707.5,3269.0,2.0559559668744702,218
485,2018-04-26,5676.89,1152.5,47.0,2405.98,0.0,889.46,703.75,3633.0,2.70498954421784,219
486,2018-04-27,5695.44,1154.38,47.0,2303.54,0.0,939.42,688.75,3617.0,2.452087458218901,220
487,2018-04-28,6454.95,1087.5,29.0,1001.22,0.0,378.76,1556.88,2257.0,2.6434153553701556,221
488,2018-04-29,6300.98,1133.13,7.0,40.28,0.0,26.1,843.75,968.0,1.543295019157088,222
489,2018-04-30,6241.54,1162.5,44.0,1292.97,0.0,446.64,680.0,4485.0,2.894881783987104,223
490,2018-05-01,6075.86,1153.75,29.0,831.79,0.0,286.48,939.38,2892.0,2.9034836637810666,224
491,2018-05-02,5951.42,1163.75,38.0,1328.17,0.0,711.33,673.13,3720.0,1.867164325980909,225
492,2018-05-03,5914.68,1160.63,50.0,2263.75,0.0,813.02,686.88,4090.0,2.7843718481710167,226
493,2018-05-04,5800.27,1154.38,48.0,2384.17,0.0,858.62,751.87,3751.0,2.7767464070252266,227
494,2018-05-05,5756.45,1155.0,46.0,2431.03,0.0,674.43,737.5,3838.0,3.60456978485536,228
495,2018-05-06,5480.09,1155.0,40.0,2093.55,0.0,683.68,692.5,3301.0,3.06217821202902,229
496,2018-05-07,5627.18,1156.25,50.0,2594.83,0.0,884.83,683.13,3658.0,2.932574618853339,230
497,2018-05-08,5645.68,1158.13,50.0,2526.19,0.0,972.11,661.25,3660.0,2.5986668175412246,231
498,2018-05-09,5696.44,1161.88,50.0,2261.73,0.0,742.89,641.87,3841.0,3.044501877801559,232
499,2018-05-10,5775.53,1163.13,50.0,2126.95,0.0,738.86,638.75,3942.0,2.8786914977126923,233
500,2018-05-11,5784.29,1163.13,50.0,2113.76,0.0,746.5,637.5,3940.0,2.8315606162089755,234
501,2018-05-12,5960.14,1160.0,38.0,1580.29,0.0,562.48,876.25,3498.0,2.8095043379320153,235
502,2018-05-13,6256.99,1157.5,33.0,1124.38,0.0,399.19,1034.38,3376.0,2.8166537237906764,236
503,2018-05-14,5906.99,1172.5,36.0,1096.69,0.0,410.33,651.88,3663.0,2.672702458996418,237
504,2018-05-15,6069.92,1171.88,47.0,1921.19,0.0,675.12,708.75,4281.0,2.845701504917644,238
505,2018-05-16,6345.28,1163.75,35.0,1209.14,0.0,384.61,1035.0,3684.0,3.1438080133121864,239
506,2018-05-17,6493.72,1165.63,31.0,827.18,0.0,293.46,1057.5,3592.0,2.8187146459483405,240
507,2018-05-18,6509.49,1166.88,31.0,876.41,0.0,298.84,1080.0,3628.0,2.9327064649979926,241
508,2018-05-19,6354.02,1172.5,32.0,1070.51,0.0,395.54,944.38,3816.0,2.706451939121201,242
509,2018-05-20,6487.23,1170.63,32.0,1197.32,0.0,400.92,1015.0,4058.0,2.986431208221091,243
510,2018-05-21,6332.62,1171.88,36.0,1353.57,0.0,450.82,938.75,4017.0,3.0024621800275053,244
511,2018-05-22,7658.83,1067.5,36.0,754.77,0.0,198.87,2471.25,2536.0,3.795293407753809,245
512,2018-05-23,7042.76,1134.38,23.0,13.63,0.0,164.14,1661.25,917.0,0.08303886925795054,246
513,2018-05-24,7752.1,1040.63,6.0,1.82,0.0,160.33,2319.38,1032.0,0.01135158735108838,247
514,2018-05-25,0.0,1016.88,0.0,0.0,0.0,0.0,2404.38,0.0,,248
515,2018-05-26,7530.77,1135.63,6.0,0.18,0.0,2.7,1940.0,1142.0,0.06666666666666667,249
516,2018-05-27,7037.34,1190.0,6.0,123.71,0.0,114.08,1232.5,3469.0,1.0844144460028051,250
517,2018-05-28,7089.6,1195.63,31.0,611.26,0.0,448.7,1183.13,4545.0,1.3622910630710943,251
518,2018-05-29,7017.13,1197.5,32.0,883.84,0.0,344.31,1228.75,4533.0,2.566989050564898,252
519,2018-05-30,7420.79,1176.88,32.0,558.96,0.0,215.89,1748.13,3776.0,2.5890962990411786,253
520,2018-05-31,7331.82,1190.0,21.0,225.03,0.0,131.12,1603.75,3365.0,1.7162141549725443,254
521,2018-06-01,7274.21,1192.5,21.0,484.94,0.0,159.83,1619.38,3640.0,3.034098729900519,255
522,2018-06-02,7387.05,1183.75,24.0,517.75,0.0,242.67,1782.5,3462.0,2.1335558577492066,256
523,2018-06-03,7089.21,1203.13,24.0,629.33,0.0,225.69,1456.25,3799.0,2.7884709114271793,257
524,2018-06-04,7025.44,1203.75,28.0,915.42,0.0,348.62,1450.63,3926.0,2.6258390224313004,258
525,2018-06-05,6714.18,1210.0,28.0,955.98,0.0,340.73,1176.25,3951.0,2.805681918234379,259
526,2018-06-06,8058.15,1108.75,24.0,928.71,0.0,393.99,2781.25,2942.0,2.357191806898652,260
527,2018-06-07,7365.06,1098.13,0.0,17.63,0.0,10.7,1966.88,124.0,1.6476635514018692,261
528,2018-06-08,7187.43,1221.25,25.0,0.34,0.0,663.97,1296.25,3533.0,0.0005120713285238791,262
529,2018-06-09,7098.81,1226.88,30.0,311.9,0.0,543.34,1185.63,4202.0,0.5740420362940332,263
530,2018-06-10,8162.72,1170.0,28.0,623.58,0.0,621.75,2554.38,3490.0,1.0029433051869723,264
531,2018-06-11,6868.42,1225.0,30.0,852.84,0.0,752.77,1270.0,3763.0,1.1329356908484665,265
532,2018-06-12,6743.16,1223.75,37.0,1318.83,0.0,812.36,1204.38,4001.0,1.6234551184204047,266
533,2018-06-13,6470.01,1225.0,40.0,1534.01,0.0,847.85,1055.63,3895.0,1.809294096833166,267
534,2018-06-14,6854.98,1219.38,40.0,1691.98,0.0,892.31,1393.75,3977.0,1.8961795788459168,268
535,2018-06-15,6543.5,1220.63,34.0,1371.51,0.0,677.47,1172.5,3732.0,2.0244586476153925,269
536,2018-06-16,7063.36,1220.63,31.0,888.73,0.0,581.16,1508.75,3714.0,1.5292346341799161,270
537,2018-06-17,7027.66,1231.25,28.0,503.0,0.0,530.69,1301.88,3809.0,0.9478226459891838,271
538,2018-06-18,7283.24,1234.38,29.0,437.47,0.0,711.56,1506.25,3856.0,0.6148040924166621,272
539,2018-06-19,7218.37,1244.38,28.0,400.64,0.0,502.58,1273.75,4400.0,0.7971666202395639,273
540,2018-06-20,7117.01,1247.5,32.0,799.22,0.0,441.86,1120.63,4988.0,1.8087629565925858,274
541,2018-06-21,7533.78,1220.63,30.0,690.04,0.0,603.05,1740.63,4165.0,1.1442500621838985,275
542,2018-06-22,6838.4,1253.75,28.0,437.16,0.0,625.38,933.13,4316.0,0.6990309891585916,276
543,2018-06-23,7149.64,1248.75,35.0,799.11,0.0,989.06,1199.38,4589.0,0.8079489616403455,277
544,2018-06-24,7181.2,1251.25,33.0,729.33,0.0,725.37,1204.38,4725.0,1.0054592828487532,278
545,2018-06-25,6954.92,1256.88,27.0,404.21,0.0,782.69,1170.63,3855.0,0.5164369034994697,279
546,2018-06-26,7460.4,1263.13,32.0,489.78,0.0,709.85,1229.38,5268.0,0.6899767556526026,280
547,2018-06-27,7744.76,1261.88,30.0,248.58,0.0,586.52,1491.25,5219.0,0.4238218645570484,281
548,2018-06-28,7679.2,1260.0,30.0,327.19,0.0,565.73,1482.5,5102.0,0.5783500963357078,282
549,2018-06-29,7485.96,1258.13,27.0,279.97,0.0,507.03,1608.75,4034.0,0.5521763998185513,283
550,2018-06-30,8964.25,1202.5,35.0,390.58,0.0,255.27,2897.5,4780.0,1.5300662044110156,284
551,2018-07-01,7728.67,1236.88,15.0,282.2,0.0,98.57,2421.25,1732.0,2.8629400426093135,285
552,2018-07-02,8197.67,1240.0,27.0,4.22,0.0,179.27,2466.88,2778.0,0.02353991186478496,286
553,2018-07-03,8242.61,1246.88,20.0,0.0,0.0,499.91,2428.13,3194.0,0.0,287
554,2018-07-04,8360.24,1252.5,20.0,0.0,0.0,20.54,2375.63,3920.0,0.0,288
555,2018-07-05,8358.63,1257.5,21.0,0.0,0.0,36.19,2336.25,4095.0,0.0,289
556,2018-07-06,8380.26,1263.13,26.0,70.09,0.0,33.3,2349.38,4280.0,2.104804804804805,290
557,2018-07-07,8380.35,1264.38,29.0,154.25,0.0,31.96,2403.75,4223.0,4.826345431789737,291
558,2018-07-08,8332.5,1268.75,37.0,176.36,0.0,38.44,2349.38,4290.0,4.587929240374611,292
559,2018-07-09,9092.55,1168.13,27.0,123.09,0.0,24.71,3336.88,3114.0,4.981384055038446,293
560,2018-07-10,0.0,1114.38,0.0,0.0,0.0,0.0,3525.63,0.0,,294
561,2018-07-11,0.0,1103.75,0.0,0.0,0.0,0.0,3559.38,0.0,,295
562,2018-07-12,0.0,1101.88,0.0,0.0,0.0,0.0,3579.38,0.0,,296
563,2018-07-13,0.0,1101.88,0.0,0.0,0.0,0.0,3598.13,0.0,,297
564,2018-07-14,0.0,1103.75,0.0,0.0,0.0,0.0,3610.63,0.0,,298
565,2018-07-15,0.0,1101.25,0.0,0.0,0.0,0.0,3611.88,0.0,,299
566,2018-07-16,0.0,1099.38,2.0,0.0,0.0,0.0,3617.5,0.0,,300
567,2018-07-17,0.0,1097.5,0.0,0.0,0.0,0.0,3588.13,0.0,,301
568,2018-07-18,0.0,1095.63,0.0,0.0,0.0,0.0,3551.25,0.0,,302
569,2018-07-19,0.0,1093.75,0.0,0.0,0.0,0.0,3542.5,0.0,,303
570,2018-07-20,0.0,1091.88,0.0,0.0,0.0,0.0,3546.25,0.0,,304
571,2018-07-21,0.0,1090.63,0.0,0.0,0.0,0.0,3550.0,0.0,,305
572,2018-07-22,0.0,1089.38,0.0,0.0,0.0,0.0,3555.63,0.0,,306
573,2018-07-23,0.0,1088.75,0.0,0.0,0.0,0.0,3564.38,0.0,,307
574,2018-07-24,0.0,1087.5,0.0,0.0,0.0,0.0,3605.63,0.0,,308
575,2018-07-25,0.0,1086.88,0.0,0.0,0.0,0.0,3657.5,0.0,,309
576,2018-07-26,0.0,1085.63,0.0,0.0,0.0,0.0,3705.63,0.0,,310
577,2018-07-27,0.0,1085.63,0.0,0.0,0.0,0.0,3725.63,0.0,,311
578,2018-07-28,0.0,1085.0,0.0,0.0,0.0,0.0,3650.0,0.0,,312
579,2018-07-29,0.0,1084.38,0.0,0.0,0.0,0.0,3591.88,0.0,,313
580,2018-07-30,0.0,1083.75,0.0,0.0,0.0,0.0,3543.75,0.0,,314
581,2018-07-31,0.0,1083.13,0.0,0.0,0.0,0.0,3561.25,0.0,,315
582,2018-08-01,0.0,1083.13,0.0,0.0,0.0,0.0,3706.25,0.0,,316
583,2018-08-02,0.0,1082.5,0.0,0.0,0.0,0.0,3561.25,0.0,,317
584,2018-08-03,0.0,1081.88,0.0,0.0,0.0,0.0,3493.13,0.0,,318
585,2018-08-04,0.0,1081.88,0.0,0.0,0.0,0.0,3441.25,0.0,,319
586,2018-08-05,0.0,1081.25,0.0,0.0,0.0,0.0,3400.63,0.0,,320
587,2018-08-06,0.0,1081.25,0.0,0.0,0.0,0.0,3597.5,0.0,,321
588,2018-08-07,0.0,1081.25,0.0,0.0,0.0,0.0,3584.38,0.0,,322
589,2018-08-08,0.0,1080.63,0.0,0.0,0.0,0.0,3535.63,0.0,,323
590,2018-08-09,0.0,1080.63,0.0,0.0,0.0,0.0,3595.63,0.0,,324
591,2018-08-10,0.0,1080.63,0.0,0.0,0.0,0.0,3531.88,0.0,,325
592,2018-08-11,0.0,1080.63,0.0,0.0,0.0,0.0,3569.38,0.0,,326
593,2018-08-12,0.0,1080.0,0.0,0.0,0.0,0.0,3635.63,0.0,,327
594,2018-08-13,0.0,1080.63,0.0,0.0,0.0,0.0,3789.38,0.0,,328
595,2018-08-14,0.0,1080.63,0.0,0.0,0.0,0.0,4107.5,0.0,,329
596,2018-08-15,0.0,1081.25,0.0,0.0,0.0,0.0,3948.13,0.0,,330
597,2018-08-16,0.0,1083.75,0.0,0.0,0.0,0.0,3878.13,0.0,,331
598,2018-08-17,0.0,1091.25,0.0,0.0,0.0,0.0,4140.0,0.0,,332
599,2018-08-18,0.0,1099.38,0.0,0.0,0.0,0.0,4180.63,0.0,,333
600,2018-08-19,0.0,1099.38,0.0,0.0,0.0,0.0,4180.63,0.0,,334
601,2018-08-20,9413.75,1120.0,0.0,15.33,0.0,0.0,3845.63,23.0,inf,335
602,2018-08-21,8304.98,1308.75,0.0,68.52,0.0,0.0,2736.25,544.0,inf,336
603,2018-08-22,8677.4,1369.38,21.0,677.27,0.0,240.75,2682.5,4858.0,2.8131671858774663,337
604,2018-08-23,8399.74,1375.63,19.0,871.66,0.0,260.52,2621.25,4400.0,3.3458467680024566,338
605,2018-08-24,9165.93,1206.25,10.0,505.53,0.0,121.06,3909.38,2200.0,4.175863208326449,339
606,2018-08-25,8155.91,1343.13,10.0,217.9,0.0,23.42,2816.88,1610.0,9.30401366353544,340
607,2018-08-26,7942.11,1390.0,26.0,916.12,0.0,254.88,2191.25,4389.0,3.594318895166353,341
608,2018-08-27,8131.27,1390.0,26.0,1522.91,0.0,388.86,2191.25,5219.0,3.916345214215913,342
609,2018-08-28,7738.98,1399.38,39.0,2054.95,0.0,303.42,1779.38,5560.0,6.772625403730801,343
610,2018-08-29,8914.63,1236.25,39.0,1170.92,0.0,178.57,3808.13,2966.0,6.557204457635661,344
611,2018-08-30,7576.0,1376.25,22.0,659.85,0.0,23.45,2245.63,2883.0,28.13859275053305,345
612,2018-08-31,8959.51,1244.38,19.0,999.47,0.0,130.14,3750.63,3062.0,7.679960043030584,346
613,2018-09-01,7847.89,1184.38,0.0,27.81,0.0,14.1,3371.25,16.0,1.9723404255319148,347
614,2018-09-02,8289.15,1290.63,6.0,191.14,0.0,222.05,3271.88,707.0,0.8607971177662688,348
615,2018-09-03,8889.8,1307.5,6.0,890.03,0.0,653.4,3531.88,3002.0,1.3621518212427304,349
616,2018-09-04,7852.4,1243.13,18.0,354.42,0.0,107.34,3265.0,555.0,3.3018446059250977,350
617,2018-09-05,7972.17,1173.13,3.0,52.74,0.0,19.43,3721.25,29.0,2.714359238291302,351
618,2018-09-06,0.0,1159.38,0.0,0.0,0.0,0.0,3821.25,0.0,,352
619,2018-09-07,0.0,1153.13,0.0,0.0,0.0,0.0,3898.75,0.0,,353
620,2018-09-08,0.0,1149.38,0.0,0.0,0.0,0.0,3966.25,0.0,,354
621,2018-09-09,0.0,1146.88,0.0,0.0,0.0,0.0,4028.75,0.0,,355
622,2018-09-10,7679.36,1378.13,0.0,552.08,0.0,220.24,2255.0,2879.0,2.5067199418815838,356
623,2018-09-11,7855.8,1386.25,12.0,1848.71,0.0,628.82,2287.5,4362.0,2.9399669221716866,357
624,2018-09-12,7492.09,1387.5,24.0,2244.73,0.0,671.38,2231.88,3848.0,3.343456760701838,358
625,2018-09-13,8639.74,1323.13,24.0,2086.22,0.0,738.59,3493.13,3442.0,2.824598220934483,359
626,2018-09-14,7747.49,1340.63,23.0,563.18,0.0,215.9,2826.88,1446.0,2.608522464103751,360
627,2018-09-15,7477.39,1366.25,5.0,1013.45,0.0,450.6,2440.0,2426.0,2.2491122947181537,361
628,2018-09-16,7472.18,1385.0,10.0,1947.25,0.0,787.65,2270.0,3491.0,2.4722275122198947,362
629,2018-09-17,7257.45,1392.5,21.0,2422.32,0.0,969.39,2021.25,3719.0,2.4988085290749855,363
630,2018-09-18,0.0,1392.5,21.0,2422.32,0.0,0.0,2021.25,0.0,inf,364
631,2018-09-19,7210.75,1359.38,27.0,2193.81,0.0,614.69,2215.0,3293.0,3.5689697245766157,365
632,2018-09-20,8177.46,1326.25,22.0,1679.44,0.0,612.63,3140.63,2997.0,2.741361017253481,366
633,2018-09-21,0.0,1206.25,0.0,0.0,0.0,0.0,3752.5,0.0,,367
634,2018-09-22,0.0,1189.38,0.0,0.0,0.0,0.0,3997.5,0.0,,368
635,2018-09-23,8493.45,1216.25,1.0,124.27,0.0,60.11,3277.5,639.0,2.0673764764598235,369
636,2018-09-24,6716.46,1403.75,17.0,974.73,0.0,360.64,1482.5,3062.0,2.702778393966282,370
637,2018-09-25,7063.66,1403.75,41.0,2988.9,0.0,1186.62,1441.88,4618.0,2.5188350103655766,371
638,2018-09-26,6961.92,1397.5,39.0,2968.52,0.0,1050.35,1622.5,4123.0,2.8262198314847433,372
639,2018-09-27,6745.51,1396.25,35.0,2644.8,0.0,910.16,1606.25,3711.0,2.9058627054583814,373
640,2018-09-28,6725.83,1396.25,35.0,2604.45,0.0,984.13,1579.38,3667.0,2.646449147978417,374
641,2018-09-29,6640.36,1396.25,35.0,2572.68,0.0,886.63,1544.38,3624.0,2.9016387895740046,375
642,2018-09-30,7667.8,1390.0,35.0,2543.66,0.0,1047.59,2501.88,3550.0,2.428106415677889,376
643,2018-10-01,6445.49,1373.13,10.0,687.51,0.0,310.98,1671.88,1487.0,2.210785259502219,377
644,2018-10-02,6598.08,1397.5,26.0,1986.17,0.0,705.28,1511.88,3424.0,2.816143942831216,378
645,2018-10-03,6039.6,1381.88,26.0,3347.29,0.0,1298.7,751.87,4148.0,2.577415877415877,379
646,2018-10-04,6009.39,1319.38,45.0,3843.18,0.0,1105.66,710.0,4371.0,3.47591483819619,380
647,2018-10-05,6165.88,1281.25,64.0,3625.24,0.0,1647.22,683.75,4297.0,2.2008232051577807,381
648,2018-10-06,8085.57,1201.25,64.0,3181.8,0.0,1617.97,2704.38,3849.0,1.966538316532445,382
649,2018-10-07,5884.81,1256.25,60.0,2966.39,0.0,1252.53,666.88,4005.0,2.368318523308823,383
650,2018-10-08,5856.13,1231.88,44.0,3441.92,0.0,1144.88,651.88,4155.0,3.006358745021312,384
651,2018-10-09,5917.7,1211.88,64.0,3379.2,0.0,1447.6,639.38,4071.0,2.3343465045592704,385
652,2018-10-10,5935.75,1197.5,64.0,3322.75,0.0,1576.68,631.88,4024.0,2.1074346094324783,386
653,2018-10-11,5928.84,1185.0,64.0,3284.5,0.0,1642.46,624.38,3978.0,1.9997442860100094,387
654,2018-10-12,5705.94,1174.38,64.0,3256.52,0.0,1154.04,616.25,3936.0,2.8218432636650377,388
655,2018-10-13,5741.56,1164.38,64.0,3232.28,0.0,1316.15,612.5,3896.0,2.4558598943889374,389
656,2018-10-14,5656.15,1155.0,64.0,3207.64,0.0,1164.48,604.38,3860.0,2.7545685627919756,390
657,2018-10-15,5901.78,1147.5,64.0,3184.22,0.0,1831.69,600.63,3824.0,1.7384055162172636,391
658,2018-10-16,5752.69,1139.38,64.0,3175.97,0.0,1524.01,595.63,3791.0,2.083956142020065,392
659,2018-10-17,5702.34,1130.63,64.0,3159.81,0.0,1439.41,591.88,3764.0,2.195211927109024,393
660,2018-10-18,5743.69,1128.75,64.0,2490.89,0.0,1772.69,717.5,3166.0,1.4051469800134258,394
661,2018-10-19,5646.87,1128.13,63.0,3157.2,0.0,1219.3,596.25,3816.0,2.5893545476912982,395
662,2018-10-20,5743.58,1113.75,64.0,3185.13,0.0,1655.69,590.0,3701.0,1.9237478030307607,396
663,2018-10-21,5551.09,1102.5,64.0,3160.0,0.0,1257.33,583.13,3657.0,2.5132622302816285,397
664,2018-10-22,6322.13,1081.25,64.0,2879.6,0.0,1224.38,1333.75,3373.0,2.3518842189516325,398
665,2018-10-23,5331.19,1095.0,57.0,2603.56,0.0,1001.76,583.13,3313.0,2.5989857850183675,399
666,2018-10-24,5453.27,1085.0,64.0,3100.68,0.0,1092.38,578.13,3607.0,2.8384628059832653,400
667,2018-10-25,5462.7,1074.38,62.0,3129.51,0.0,1220.75,573.13,3558.0,2.563596149907844,401
668,2018-10-26,4954.16,1074.38,64.0,2135.45,0.0,713.6,585.63,2695.0,2.9925028026905824,402
669,2018-10-27,5510.58,1076.25,41.0,3092.62,0.0,1114.1,579.38,3686.0,2.775890853603806,403
670,2018-10-28,5087.73,1060.63,64.0,2294.47,0.0,899.41,615.0,2792.0,2.5510834880643976,404
671,2018-10-29,5483.96,1072.5,44.0,2754.8,0.0,968.79,697.5,3389.0,2.8435471051517878,405
672,2018-10-30,5247.21,1075.0,51.0,2749.21,0.0,857.34,585.63,3311.0,3.2066741316163947,406
673,2018-10-31,5453.5,1073.75,48.0,2987.54,0.0,1284.0,629.38,3347.0,2.3267445482866043,407
674,2018-11-01,5442.34,1053.13,56.0,3151.2,0.0,1340.0,570.63,3455.0,2.3516417910447758,408
675,2018-11-02,5401.46,1041.88,63.0,3121.91,0.0,1340.0,561.88,3399.0,2.329783582089552,409
676,2018-11-03,5383.08,1038.75,64.0,3088.26,0.0,1320.0,559.38,3380.0,2.339590909090909,410
677,2018-11-04,5364.76,1035.0,64.0,3064.95,0.0,1304.0,555.0,3363.0,2.350421779141104,411
678,2018-11-05,5345.4,1030.0,64.0,3047.56,0.0,1302.0,551.88,3335.0,2.3406758832565284,412
679,2018-11-06,5330.23,1027.5,64.0,3031.08,0.0,1296.0,550.63,3313.0,2.3387962962962963,413
680,2018-11-07,5311.42,1024.38,64.0,3018.11,0.0,1291.0,545.0,3294.0,2.3378079008520527,414
681,2018-11-08,4901.92,1028.13,64.0,1945.25,0.0,827.0,558.13,2499.0,2.3521765417170495,415
682,2018-11-09,5379.87,1026.88,35.0,3038.88,0.0,1299.0,558.13,3380.0,2.339399538106236,416
683,2018-11-10,7140.05,963.75,64.0,2394.15,0.0,1050.0,2409.38,2596.0,2.2801428571428572,417
684,2018-11-11,7114.94,931.25,53.0,507.65,0.0,216.0,2523.75,819.0,2.3502314814814813,418
685,2018-11-12,6609.17,1001.25,16.0,1220.32,0.0,524.0,1753.75,2315.0,2.328854961832061,419
686,2018-11-13,5708.7,1027.5,16.0,2476.0,0.0,1067.0,863.75,3237.0,2.3205248359887536,420
687,2018-11-14,5594.51,1026.25,35.0,2708.26,0.0,1171.0,851.25,3088.0,2.3127754056362084,421
688,2018-11-15,5531.29,1025.63,40.0,2721.51,0.0,1172.0,840.0,3008.0,2.322107508532423,422
689,2018-11-16,5539.28,1021.25,40.0,2429.32,0.0,1047.0,973.13,2689.0,2.320267430754537,423
690,2018-11-17,5331.3,1026.88,37.0,3089.49,0.0,1325.0,568.13,3274.0,2.331690566037736,424
691,2018-11-18,5281.1,1015.0,64.0,3215.69,0.0,1385.0,557.5,3200.0,2.321797833935018,425
692,2018-11-19,5240.23,1001.25,64.0,3161.29,0.0,1359.0,551.25,3162.0,2.3261883738042677,426
693,2018-11-20,5453.77,993.75,64.0,2915.13,0.0,1260.0,798.12,2979.0,2.313595238095238,427
694,2018-11-21,5159.39,993.13,54.0,2904.17,0.0,1241.0,543.13,3064.0,2.3401853344077357,428
695,2018-11-22,5195.0,980.63,53.0,3080.57,0.0,1333.0,540.63,3110.0,2.3110052513128285,429
696,2018-11-23,5147.85,976.88,64.0,3018.74,0.0,1299.0,538.13,3047.0,2.3238953040800614,430
697,2018-11-24,5158.35,966.25,61.0,3052.18,0.0,1318.0,533.13,3069.0,2.3157663125948407,431
698,2018-11-25,5140.38,961.88,64.0,3030.28,0.0,1299.0,528.75,3057.0,2.3327790608160126,432
699,2018-11-26,5124.89,959.38,64.0,3009.54,0.0,1302.0,526.88,3029.0,2.3114746543778804,433
700,2018-11-27,5111.0,956.25,64.0,2996.16,0.0,1289.0,521.25,3023.0,2.3244065166795966,434
701,2018-11-28,4770.77,955.0,64.0,2143.91,0.0,933.0,534.38,2398.0,2.297867095391211,435
702,2018-11-29,5175.28,940.63,64.0,2997.8,0.0,1287.0,531.25,3107.0,2.3292929292929294,436
703,2018-11-30,5092.0,659.37,64.0,2978.61,0.0,1281.0,528.13,2980.0,2.3252224824355974,437
704,2018-12-01,5095.04,543.75,64.0,3018.59,0.0,1297.0,523.75,2993.0,2.3273631457208945,438
705,2018-12-02,5073.74,539.38,64.0,2996.38,0.0,1288.0,521.88,2964.0,2.3263819875776397,439
706,2018-12-03,5055.81,536.25,64.0,2975.59,0.0,1282.0,516.25,2946.0,2.321053042121685,440
707,2018-12-04,5394.17,878.13,64.0,2721.38,0.0,1181.0,858.75,2732.0,2.3043014394580865,441
708,2018-12-05,4975.41,545.0,56.0,2653.41,0.0,1140.0,525.0,2802.0,2.327552631578947,442
709,2018-12-06,6284.37,1175.0,56.0,2236.24,0.0,962.0,1676.88,2427.0,2.3245738045738045,443
710,2018-12-07,6265.68,1756.25,49.0,1846.25,0.0,782.0,1753.75,2081.0,2.3609335038363173,444
711,2018-12-08,6346.07,1794.38,31.0,1076.73,0.0,460.0,1791.25,1586.0,2.3407173913043477,445
712,2018-12-09,4970.6,840.63,23.0,1082.56,0.0,1244.0,813.75,900.0,0.870225080385852,446
713,2018-12-10,5069.03,748.13,15.0,1914.74,0.0,1317.0,725.63,1983.0,1.4538648443432043,447
714,2018-12-11,6477.28,2030.0,31.0,1478.71,0.0,653.0,2028.13,1687.0,2.264486983154671,448
715,2018-12-12,6651.98,2134.38,24.0,597.3,0.0,271.0,2130.0,895.0,2.2040590405904057,449
716,2018-12-13,6656.08,1859.38,9.0,911.1,0.0,434.0,1938.75,1640.0,2.0993087557603687,450
717,2018-12-14,6740.81,2191.88,16.0,1373.61,0.0,586.0,2188.75,1781.0,2.344044368600682,451
718,2018-12-15,5988.36,1646.25,21.0,622.51,0.0,288.0,1454.38,1057.0,2.1614930555555554,452
719,2018-12-16,6853.36,2306.88,9.0,728.45,0.0,319.0,2305.63,1096.0,2.2835423197492166,453
720,2018-12-17,5278.06,671.88,10.0,2237.01,0.0,988.0,646.88,2938.0,2.26418016194332,454
